,r1_f1,r2_f1,rL_f1
90,0.1517857142857143,0.009009009009009009,0.07142857142857142
91,0.13496932515337423,0.02484472049689441,0.11042944785276074
92,0.12244897959183673,0.041666666666666664,0.1020408163265306
93,0.3431952662721894,0.15568862275449102,0.18934911242603553
94,0.15151515151515152,0.015384615384615385,0.10606060606060604
95,0.14634146341463414,0.09852216748768472,0.11707317073170732
96,0.30656934306569344,0.13333333333333333,0.17518248175182483
97,0.30409356725146197,0.15384615384615385,0.22222222222222224
98,0.23157894736842105,0.04301075268817204,0.18947368421052632
99,0.17333333333333334,0.02702702702702703,0.13333333333333333
100,0.2201834862385321,0.018691588785046728,0.12844036697247707
101,0.417910447761194,0.25757575757575757,0.2835820895522388
102,0.3493975903614458,0.23170731707317072,0.27710843373493976
103,0.29931972789115646,0.12413793103448276,0.19047619047619047
104,0.3731343283582089,0.13636363636363633,0.2835820895522388
105,0.18823529411764706,0.023809523809523808,0.1176470588235294
106,0.367816091954023,0.1744186046511628,0.2528735632183908
107,0.17085427135678394,0.04060913705583757,0.12060301507537688
108,0.25688073394495414,0.09345794392523366,0.22018348623853212
109,0.2222222222222222,0.045454545454545456,0.1111111111111111
110,0.31343283582089554,0.12121212121212122,0.13432835820895525
111,0.23255813953488372,0.05882352941176471,0.1511627906976744
112,0.40268456375838924,0.19047619047619047,0.2550335570469799
113,0.2463768115942029,0.10294117647058823,0.18840579710144928
114,0.2366863905325444,0.08383233532934131,0.1301775147928994
115,0.22321428571428573,0.07207207207207207,0.16964285714285715
116,0.4360902255639098,0.2575757575757576,0.31578947368421056
117,0.3315508021390374,0.14054054054054055,0.22459893048128343
118,0.3157894736842105,0.12213740458015267,0.2105263157894737
119,0.3736263736263737,0.2333333333333333,0.24175824175824173
120,0.31818181818181823,0.1076923076923077,0.15151515151515152
121,0.2564102564102564,0.03896103896103895,0.1794871794871795
122,0.23225806451612904,0.013071895424836602,0.14193548387096774
123,0.2580645161290322,0.06593406593406594,0.15053763440860218
124,0.2391304347826087,0.044444444444444446,0.17391304347826086
125,0.3563218390804598,0.18604651162790697,0.2413793103448276
126,0.29577464788732394,0.07142857142857144,0.16901408450704225
127,0.3578947368421053,0.1276595744680851,0.2105263157894737
128,0.34594594594594597,0.16393442622950818,0.22702702702702704
129,0.2990654205607477,0.1523809523809524,0.24299065420560745
130,0.14349775784753363,0.0995475113122172,0.09865470852017937
131,0.25766871165644173,0.04968944099378882,0.147239263803681
132,0.19487179487179487,0.10362694300518134,0.13333333333333333
133,0.2376237623762376,0.15,0.15841584158415842
134,0.06060606060606061,0.030769230769230767,0.04545454545454545
135,0.2625,0.12658227848101267,0.18750000000000003
136,0.45555555555555555,0.23595505617977527,0.26666666666666666
137,0.2584269662921348,0.11363636363636363,0.15730337078651682
138,0.17272727272727273,0.027522935779816512,0.11818181818181818
139,0.26415094339622647,0.09615384615384616,0.169811320754717
140,0.2601626016260163,0.1487603305785124,0.22764227642276424
141,0.22047244094488191,0.112,0.1732283464566929
142,0.2711864406779661,0.04571428571428571,0.12429378531073446
143,0.1272727272727273,0.0,0.09090909090909091
144,0.2894736842105263,0.09333333333333334,0.23684210526315788
145,0.20610687022900764,0.12307692307692308,0.13740458015267176
146,0.20491803278688525,0.057851239669421496,0.12295081967213113
147,0.2978723404255319,0.10869565217391305,0.21276595744680848
148,0.2376237623762376,0.09999999999999999,0.14851485148514854
149,0.22580645161290325,0.04918032786885245,0.1774193548387097
150,0.14285714285714288,0.0,0.1
151,0.21705426356589147,0.031496062992125984,0.15503875968992248
152,0.1576763485477178,0.0502092050209205,0.1078838174273859
153,0.10784313725490197,0.009900990099009901,0.07843137254901962
154,0.2181818181818182,0.01851851851851852,0.1272727272727273
155,0.25,0.1171171171171171,0.1875
156,0.2631578947368421,0.03571428571428572,0.15789473684210525
157,0.26262626262626265,0.11224489795918367,0.20202020202020202
158,0.26771653543307083,0.09599999999999999,0.20472440944881887
159,0.23880597014925375,0.10050251256281408,0.1293532338308458
160,0.2631578947368421,0.05405405405405406,0.15789473684210525
161,0.3296703296703297,0.1111111111111111,0.2747252747252747
162,0.2580645161290323,0.05228758169934641,0.15483870967741936
163,0.24657534246575338,0.07373271889400922,0.2009132420091324
164,0.34567901234567905,0.1,0.2222222222222222
165,0.21940928270042193,0.07659574468085105,0.16033755274261602
166,0.1319796954314721,0.041025641025641026,0.10152284263959391
167,0.26595744680851063,0.021505376344086023,0.14893617021276595
168,0.2772277227722772,0.12,0.2079207920792079
169,0.15151515151515152,0.07692307692307691,0.10606060606060606
170,0.16216216216216217,0.0,0.12612612612612614
171,0.2833333333333333,0.05084745762711864,0.15
172,0.0935960591133005,0.039603960396039604,0.05911330049261084
173,0.36477987421383645,0.1910828025477707,0.23899371069182393
174,0.27777777777777773,0.056179775280898875,0.16666666666666669
175,0.3389830508474576,0.07999999999999999,0.1694915254237288
176,0.15151515151515152,0.10687022900763359,0.13636363636363635
177,0.2222222222222222,0.05347593582887701,0.14814814814814814
178,0.25,0.02985074626865672,0.17647058823529407
179,0.052631578947368425,0.0,0.03508771929824561
180,0.22695035460992904,0.02877697841726619,0.18439716312056736
181,0.30331753554502366,0.1818181818181818,0.17061611374407584
182,0.11912225705329152,0.03154574132492114,0.09404388714733541
183,0.09302325581395349,0.05633802816901408,0.09302325581395349
184,0.24489795918367344,0.15172413793103448,0.19047619047619047
185,0.1257861635220126,0.06369426751592357,0.10062893081761007
186,0.2058823529411765,0.08955223880597014,0.1764705882352941
187,0.2857142857142857,0.1272727272727273,0.23214285714285718
188,0.08450704225352113,0.0,0.05633802816901408
189,0.5538461538461538,0.390625,0.4923076923076923
190,0.2198952879581152,0.0634920634920635,0.16753926701570682
191,0.32558139534883723,0.2362204724409449,0.2635658914728682
192,0.24539877300613497,0.07453416149068322,0.147239263803681
193,0.25,0.03614457831325301,0.15476190476190477
194,0.12244897959183673,0.041237113402061855,0.09183673469387756
195,0.05785123966942148,0.0,0.033057851239669415
196,0.4369747899159664,0.2564102564102564,0.40336134453781514
197,0.2156862745098039,0.0,0.11764705882352941
198,0.3636363636363637,0.1443298969072165,0.18181818181818185
199,0.3033707865168539,0.022727272727272724,0.1348314606741573
200,0.3428571428571429,0.12716763005780346,0.1942857142857143
201,0.38554216867469876,0.17283950617283952,0.2891566265060241
202,0.5226130653266332,0.2436548223350254,0.24120603015075376
203,0.35675675675675683,0.07650273224043715,0.172972972972973
204,0.15946843853820597,0.026755852842809364,0.10631229235880398
205,0.19130434782608696,0.07079646017699115,0.15652173913043477
206,0.25641025641025644,0.08695652173913042,0.2051282051282051
207,0.19867549668874174,0.053691275167785234,0.1456953642384106
208,0.12080536912751677,0.0,0.08053691275167785
209,0.21621621621621623,0.0,0.13513513513513514
210,0.13740458015267176,0.07751937984496125,0.10687022900763357
211,0.12290502793296088,0.04519774011299436,0.0893854748603352
212,0.24242424242424243,0.09183673469387756,0.16161616161616163
213,0.04310344827586206,0.0,0.034482758620689655
214,0.27941176470588236,0.13432835820895522,0.23529411764705882
215,0.22754491017964074,0.024242424242424242,0.1437125748502994
216,0.16494845360824742,0.021052631578947368,0.1443298969072165
217,0.3191489361702127,0.13043478260869568,0.19148936170212766
218,0.06837606837606838,0.0,0.05128205128205128
219,0.18181818181818182,0.046511627906976744,0.13636363636363635
220,0.2602739726027397,0.16666666666666666,0.2191780821917808
221,0.04687499999999999,0.0,0.04687499999999999
222,0.08450704225352113,0.028985507246376812,0.08450704225352113
223,0.19469026548672566,0.08928571428571427,0.14159292035398227
224,0.4225352112676056,0.24285714285714283,0.29577464788732394
225,0.1349206349206349,0.016,0.07936507936507936
226,0.2608695652173913,0.12682926829268293,0.16425120772946863
227,0.3113207547169811,0.11428571428571428,0.17924528301886794
228,0.16901408450704222,0.04964539007092198,0.11267605633802817
229,0.3802816901408451,0.08571428571428572,0.2112676056338028
230,0.13861386138613863,0.039999999999999994,0.1089108910891089
231,0.18487394957983194,0.05128205128205128,0.08403361344537814
232,0.06374501992031872,0.01606425702811245,0.05577689243027889
233,0.1518987341772152,0.0,0.0759493670886076
234,0.1891891891891892,0.1111111111111111,0.1891891891891892
235,0.027522935779816515,0.009259259259259259,0.01834862385321101
236,0.07547169811320754,0.02857142857142857,0.05660377358490567
237,0.017094017094017096,0.0,0.017094017094017096
238,0.2577319587628866,0.125,0.1958762886597938
239,0.17241379310344826,0.07142857142857142,0.1379310344827586
240,0.21538461538461537,0.0625,0.10769230769230768
241,0.2011173184357542,0.022598870056497175,0.1005586592178771
242,0.13333333333333333,0.0,0.09523809523809525
243,0.4090909090909091,0.1627906976744186,0.3181818181818182
244,0.2222222222222222,0.016129032258064516,0.09523809523809523
245,0.28169014084507044,0.04285714285714286,0.1267605633802817
246,0.3352601156069364,0.05847953216374269,0.17341040462427745
247,0.1408450704225352,0.05714285714285715,0.11267605633802819
248,0.06486486486486487,0.01630434782608696,0.043243243243243246
249,0.16793893129770993,0.05384615384615385,0.12213740458015267
250,0.25,0.06779661016949154,0.2
251,0.20437956204379562,0.05925925925925926,0.16058394160583941
252,0.1864406779661017,0.0,0.0847457627118644
253,0.020618556701030927,0.0,0.020618556701030927
254,0.3177570093457944,0.09523809523809525,0.16822429906542055
255,0.14414414414414414,0.05504587155963303,0.12612612612612611
256,0.22764227642276422,0.016528925619834708,0.13008130081300812
257,0.34074074074074073,0.15037593984962405,0.2962962962962963
258,0.13978494623655913,0.021739130434782608,0.0967741935483871
259,0.2131979695431472,0.07179487179487179,0.15228426395939085
260,0.13846153846153847,0.03125,0.10769230769230768
261,0.20264317180616742,0.07111111111111111,0.1145374449339207
262,0.4,0.12820512820512822,0.35000000000000003
263,0.23622047244094488,0.03200000000000001,0.14173228346456693
264,0.3262411347517731,0.07194244604316546,0.19858156028368792
265,0.30303030303030304,0.1076923076923077,0.24242424242424243
266,0.3351351351351352,0.10928961748633881,0.19459459459459458
267,0.32,0.0,0.24000000000000005
268,0.13333333333333333,0.0821917808219178,0.10666666666666667
269,0.10650887573964497,0.02395209580838323,0.07100591715976332
270,0.3009708737864078,0.16666666666666666,0.17475728155339804
271,0.24347826086956526,0.053097345132743355,0.15652173913043477
272,0.08771929824561403,0.0,0.08771929824561403
273,0.2463768115942029,0.058823529411764705,0.14492753623188406
274,0.25757575757575757,0.07692307692307691,0.21212121212121213
275,0.3697478991596639,0.22222222222222224,0.2857142857142857
276,0.13612565445026178,0.031746031746031744,0.09424083769633508
277,0.09174311926605505,0.0,0.07339449541284404
278,0.035398230088495575,0.0,0.035398230088495575
279,0.24175824175824173,0.08888888888888889,0.1648351648351648
280,0.13986013986013987,0.0,0.08391608391608393
281,0.1461187214611872,0.027649769585253458,0.091324200913242
282,0.4,0.16783216783216784,0.24827586206896549
283,0.24806201550387597,0.12598425196850394,0.21705426356589147
284,0.16867469879518074,0.05668016194331983,0.10441767068273092
285,0.22695035460992907,0.07194244604316548,0.15602836879432624
286,0.28368794326241137,0.17266187050359713,0.18439716312056736
287,0.2201834862385321,0.09345794392523364,0.18348623853211007
288,0.24731182795698922,0.09782608695652174,0.18279569892473116
289,0.32061068702290074,0.17054263565891475,0.25954198473282447
290,0.32926829268292684,0.1728395061728395,0.26829268292682923
291,0.2360248447204969,0.07547169811320754,0.14906832298136646
292,0.25136612021857924,0.15469613259668508,0.19672131147540983
293,0.32608695652173914,0.13333333333333333,0.2826086956521739
294,0.20408163265306123,0.020833333333333332,0.10204081632653061
295,0.17777777777777776,0.06818181818181818,0.13333333333333333
296,0.3684210526315789,0.08928571428571427,0.2456140350877193
297,0.2201834862385321,0.14814814814814817,0.11926605504587157
298,0.20454545454545456,0.034482758620689655,0.1477272727272727
299,0.1925925925925926,0.07518796992481203,0.14814814814814814
300,0.17391304347826086,0.06289308176100629,0.13664596273291926
301,0.3148148148148148,0.13084112149532712,0.19444444444444445
302,0.21276595744680854,0.12875536480686695,0.13617021276595745
303,0.14516129032258066,0.03278688524590164,0.11290322580645162
304,0.32116788321167883,0.11851851851851852,0.20437956204379562
305,0.3313609467455621,0.03592814371257484,0.16568047337278105
306,0.23255813953488372,0.023809523809523808,0.13953488372093023
307,0.12244897959183672,0.0,0.0816326530612245
308,0.2790697674418605,0.07142857142857142,0.186046511627907
309,0.2361111111111111,0.15492957746478875,0.2361111111111111
310,0.1917808219178082,0.10138248847926266,0.1643835616438356
311,0.2222222222222222,0.020618556701030927,0.14141414141414144
312,0.1459227467811159,0.00865800865800866,0.0944206008583691
313,0.1570680628272251,0.05291005291005291,0.09424083769633508
314,0.26262626262626265,0.19387755102040816,0.25252525252525254
315,0.11965811965811965,0.011461318051575933,0.06837606837606838
316,0.4409448818897638,0.16,0.2992125984251969
317,0.21008403361344538,0.06779661016949151,0.15966386554621848
318,0.4485981308411215,0.17142857142857146,0.28037383177570097
319,0.1358024691358025,0.0375,0.09876543209876544
320,0.430379746835443,0.11538461538461539,0.18987341772151897
321,0.2325581395348837,0.08235294117647059,0.1627906976744186
322,0.19047619047619044,0.01941747572815534,0.09523809523809522
323,0.20370370370370372,0.01886792452830189,0.1111111111111111
324,0.025974025974025972,0.0,0.025974025974025972
325,0.2,0.0379746835443038,0.1625
326,0.22641509433962262,0.1142857142857143,0.14150943396226415
327,0.22119815668202766,0.10232558139534882,0.12903225806451613
328,0.1921397379912664,0.09691629955947136,0.11353711790393013
329,0.28368794326241137,0.10071942446043167,0.1702127659574468
330,0.24242424242424246,0.046153846153846156,0.12121212121212123
331,0.18604651162790697,0.015748031496062992,0.12403100775193797
332,0.3392857142857143,0.03636363636363636,0.17857142857142855
333,0.22110552763819097,0.030456852791878174,0.1206030150753769
334,0.040268456375838924,0.0,0.026845637583892617
335,0.3027027027027027,0.12021857923497267,0.1945945945945946
336,0.2634730538922156,0.13333333333333333,0.155688622754491
337,0.09638554216867469,0.024390243902439025,0.08433734939759036
338,0.19689119170984457,0.041884816753926704,0.1139896373056995
339,0.014814814814814815,0.0,0.014814814814814815
340,0.11627906976744186,0.03529411764705882,0.10465116279069767
341,0.2236842105263158,0.026490066225165563,0.1381578947368421
342,0.25742574257425743,0.0808080808080808,0.198019801980198
343,0.16,0.06756756756756757,0.10666666666666667
344,0.2923076923076923,0.07812500000000001,0.23076923076923078
345,0.09865470852017937,0.009049773755656108,0.08071748878923767
346,0.0879120879120879,0.0,0.06593406593406594
347,0.2127659574468085,0.03225806451612903,0.13829787234042554
348,0.304635761589404,0.08053691275167785,0.2119205298013245
349,0.2516556291390728,0.1476510067114094,0.17218543046357615
350,0.2072538860103627,0.041884816753926704,0.14507772020725387
351,0.1875,0.07936507936507937,0.15625000000000003
352,0.14634146341463414,0.0,0.09756097560975609
353,0.15384615384615385,0.0196078431372549,0.09615384615384616
354,0.22413793103448276,0.03508771929824561,0.1206896551724138
355,0.24299065420560748,0.0761904761904762,0.14953271028037385
356,0.30263157894736836,0.06666666666666667,0.14473684210526316
357,0.21153846153846154,0.019607843137254898,0.1346153846153846
358,0.2589928057553957,0.0875912408759124,0.15827338129496404
359,0.13793103448275862,0.04975124378109452,0.10837438423645321
360,0.45454545454545453,0.1851851851851852,0.2909090909090909
361,0.26178010471204194,0.14814814814814817,0.16753926701570682
362,0.1581920903954802,0.03428571428571429,0.09039548022598871
363,0.04081632653061225,0.0,0.020408163265306124
364,0.26900584795321636,0.08284023668639054,0.1754385964912281
365,0.3909774436090225,0.10687022900763359,0.2406015037593985
366,0.19999999999999998,0.011904761904761904,0.12941176470588234
367,0.29885057471264365,0.10038610038610038,0.18390804597701146
368,0.0851063829787234,0.03571428571428571,0.07092198581560284
369,0.09523809523809525,0.0106951871657754,0.06349206349206349
370,0.1964285714285714,0.01818181818181818,0.14285714285714285
371,0.1473684210526316,0.0,0.08421052631578949
372,0.35593220338983045,0.2413793103448276,0.3220338983050848
373,0.07142857142857144,0.0,0.03571428571428572
374,0.23696682464454974,0.14354066985645936,0.21800947867298578
375,0.11640211640211641,0.0427807486631016,0.09523809523809523
376,0.15319148936170213,0.04291845493562232,0.1021276595744681
377,0.3551401869158879,0.17142857142857143,0.2616822429906542
378,0.30158730158730157,0.03225806451612903,0.11111111111111112
379,0.24827586206896554,0.06993006993006994,0.13793103448275862
380,0.12756264236902048,0.041189931350114416,0.08200455580865604
381,0.2,0.03703703703703704,0.1272727272727273
382,0.2897196261682243,0.1320754716981132,0.20560747663551404
383,0.12429378531073444,0.011428571428571429,0.0790960451977401
384,0.19889502762430938,0.0893854748603352,0.16574585635359115
385,0.24778761061946905,0.11607142857142859,0.17699115044247785
386,0.2807017543859649,0.1893491124260355,0.19883040935672514
387,0.25301204819277107,0.08536585365853658,0.14457831325301204
388,0.3053435114503817,0.13953488372093026,0.25954198473282447
389,0.30434782608695654,0.06666666666666667,0.19565217391304346
390,0.31578947368421056,0.14666666666666667,0.26315789473684215
391,0.23236514522821577,0.03347280334728034,0.12448132780082989
392,0.12403100775193798,0.015748031496062992,0.09302325581395349
393,0.12334801762114538,0.004424778761061947,0.0881057268722467
394,0.1836734693877551,0.0,0.11224489795918369
395,0.32478632478632474,0.1391304347826087,0.20512820512820515
396,0.39175257731958757,0.10526315789473684,0.2268041237113402
397,0.22413793103448273,0.05263157894736842,0.1724137931034483
398,0.3414634146341463,0.06172839506172839,0.1951219512195122
399,0.09523809523809525,0.016129032258064516,0.06349206349206349
400,0.0736842105263158,0.0,0.0736842105263158
401,0.16080402010050251,0.03045685279187817,0.09045226130653265
402,0.1728395061728395,0.0,0.12345679012345678
403,0.2962962962962963,0.0912863070539419,0.1646090534979424
404,0.18750000000000003,0.07936507936507936,0.171875
405,0.32335329341317365,0.14545454545454545,0.2155688622754491
406,0.09523809523809525,0.01941747572815534,0.0761904761904762
407,0.24827586206896554,0.013986013986013986,0.12413793103448277
408,0.19834710743801653,0.08403361344537814,0.11570247933884298
409,0.17241379310344826,0.023255813953488372,0.1379310344827586
410,0.3333333333333333,0.1125,0.1728395061728395
411,0.3546099290780142,0.14388489208633096,0.2695035460992907
412,0.32432432432432434,0.08333333333333333,0.1891891891891892
413,0.10358565737051792,0.008032128514056224,0.07171314741035856
414,0.25925925925925924,0.025,0.16049382716049382
415,0.21621621621621623,0.0,0.13513513513513514
416,0.10714285714285712,0.01818181818181818,0.10714285714285712
417,0.13533834586466165,0.07633587786259544,0.10526315789473682
418,0.304,0.13008130081300814,0.20800000000000002
419,0.07692307692307691,0.0,0.061538461538461535
420,0.3358778625954198,0.07751937984496124,0.183206106870229
421,0.3090909090909091,0.05555555555555556,0.16363636363636366
422,0.17142857142857143,0.08695652173913043,0.14285714285714288
423,0.10526315789473684,0.02366863905325444,0.08187134502923976
424,0.11475409836065574,0.03333333333333333,0.0983606557377049
425,0.029411764705882353,0.007380073800738007,0.025735294117647058
426,0.06722689075630253,0.03389830508474576,0.05882352941176471
427,0.05714285714285715,0.0,0.0380952380952381
428,0.32876712328767127,0.18055555555555555,0.20547945205479448
429,0.2011173184357542,0.05649717514124294,0.111731843575419
430,0.14379084967320263,0.02649006622516556,0.1045751633986928
431,0.14035087719298245,0.017857142857142856,0.08771929824561403
432,0.4406779661016949,0.10344827586206898,0.23728813559322037
433,0.1925925925925926,0.045112781954887216,0.08888888888888889
434,0.30158730158730157,0.06451612903225808,0.1904761904761905
435,0.22641509433962262,0.07643312101910829,0.12578616352201258
436,0.2894736842105263,0.09333333333333334,0.2236842105263158
437,0.26213592233009714,0.10784313725490198,0.20388349514563106
438,0.4273504273504274,0.19130434782608693,0.2905982905982906
439,0.07874015748031496,0.023809523809523808,0.06299212598425197
440,0.29126213592233013,0.019801980198019802,0.1359223300970874
441,0.31724137931034485,0.15384615384615385,0.2206896551724138
442,0.4,0.2051282051282051,0.27499999999999997
443,0.26506024096385544,0.024691358024691357,0.12048192771084337
444,0.2647058823529412,0.099009900990099,0.1568627450980392
445,0.19130434782608693,0.09649122807017543,0.09565217391304347
446,0.32116788321167883,0.07407407407407407,0.1897810218978102
447,0.1408450704225352,0.0,0.11267605633802817
448,0.4779874213836478,0.22929936305732485,0.339622641509434
449,0.1308411214953271,0.0,0.09345794392523364
450,0.25000000000000006,0.09638554216867469,0.15476190476190477
451,0.2608695652173913,0.12280701754385963,0.15652173913043477
452,0.14634146341463414,0.1,0.14634146341463414
453,0.3917525773195876,0.14583333333333331,0.1958762886597938
454,0.014814814814814815,0.0,0.014814814814814815
455,0.25,0.0980392156862745,0.21153846153846154
456,0.2164179104477612,0.06766917293233082,0.12686567164179105
457,0.14705882352941174,0.030303030303030304,0.08823529411764705
458,0.40650406504065045,0.21487603305785125,0.3252032520325203
459,0.20408163265306123,0.020833333333333332,0.10204081632653061
460,0.2857142857142857,0.12612612612612611,0.19642857142857145
461,0.29050279329608936,0.06779661016949153,0.14525139664804468
462,0.1940298507462687,0.015151515151515152,0.13432835820895522
463,0.0,0.0,0.0
464,0.287292817679558,0.1899441340782123,0.22099447513812154
465,0.2543352601156069,0.05847953216374269,0.17341040462427745
466,0.37681159420289856,0.175609756097561,0.27053140096618356
467,0.18556701030927836,0.08333333333333334,0.13402061855670103
468,0.2876712328767123,0.06944444444444445,0.16438356164383558
469,0.24817518248175183,0.05925925925925926,0.13138686131386862
470,0.32,0.10204081632653061,0.18000000000000002
471,0.24427480916030536,0.062015503875968984,0.15267175572519084
472,0.2608695652173913,0.10989010989010989,0.14130434782608697
473,0.1780821917808219,0.08333333333333333,0.1506849315068493
474,0.12698412698412698,0.021390374331550804,0.09523809523809525
475,0.2716049382716049,0.2278481012658228,0.2716049382716049
476,0.3898305084745763,0.24137931034482757,0.33898305084745767
477,0.04201680672268907,0.00847457627118644,0.01680672268907563
478,0.2188679245283019,0.08365019011406843,0.1660377358490566
479,0.2375,0.06329113924050633,0.175
480,0.12359550561797754,0.0,0.06741573033707865
481,0.036036036036036036,0.0,0.036036036036036036
482,0.21666666666666665,0.11864406779661017,0.16666666666666666
483,0.2608695652173913,0.16176470588235292,0.2173913043478261
484,0.33548387096774196,0.0522875816993464,0.16774193548387098
485,0.2777777777777778,0.04225352112676056,0.19444444444444442
486,0.08403361344537814,0.034188034188034185,0.08403361344537814
487,0.07179487179487182,0.0,0.05128205128205129
488,0.14349775784753366,0.03619909502262444,0.08968609865470852
489,0.08135593220338985,0.020477815699658706,0.06101694915254238
490,0.17610062893081763,0.012738853503184712,0.08805031446540881
491,0.09523809523809525,0.024390243902439022,0.04761904761904762
492,0.20560747663551399,0.07547169811320754,0.14953271028037382
493,0.26865671641791045,0.015151515151515152,0.14925373134328357
494,0.3622047244094488,0.128,0.22047244094488186
495,0.35616438356164376,0.125,0.20547945205479448
496,0.08333333333333333,0.0425531914893617,0.08333333333333333
497,0.23931623931623933,0.034782608695652174,0.13675213675213674
498,0.3076923076923077,0.09803921568627452,0.17307692307692307
499,0.04800000000000001,0.0,0.032
500,0.36799999999999994,0.0975609756097561,0.22399999999999998
